[2025-03-26T13:48:19.938+0000] {local_task_job_runner.py:123} INFO - ::group::Pre task execution logs
[2025-03-26T13:48:20.035+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=non-requeueable deps ti=<TaskInstance: containers1_dag.php_app1 scheduled__2025-03-25T04:45:00+00:00 [queued]>
[2025-03-26T13:48:20.088+0000] {taskinstance.py:2614} INFO - Dependencies all met for dep_context=requeueable deps ti=<TaskInstance: containers1_dag.php_app1 scheduled__2025-03-25T04:45:00+00:00 [queued]>
[2025-03-26T13:48:20.089+0000] {taskinstance.py:2867} INFO - Starting attempt 1 of 6
[2025-03-26T13:48:20.171+0000] {taskinstance.py:2890} INFO - Executing <Task(DockerOperator): php_app1> on 2025-03-25 04:45:00+00:00
[2025-03-26T13:48:20.193+0000] {logging_mixin.py:190} WARNING - /home/***/.local/lib/python3.12/site-packages/***/task/task_runner/standard_task_runner.py:70 DeprecationWarning: This process (pid=973) is multi-threaded, use of fork() may lead to deadlocks in the child.
[2025-03-26T13:48:20.195+0000] {standard_task_runner.py:72} INFO - Started process 981 to run task
[2025-03-26T13:48:20.195+0000] {standard_task_runner.py:104} INFO - Running: ['***', 'tasks', 'run', 'containers1_dag', 'php_app1', 'scheduled__2025-03-25T04:45:00+00:00', '--job-id', '136', '--raw', '--subdir', 'DAGS_FOLDER/containers1_dag.py', '--cfg-path', '/tmp/tmpbgjbolj9']
[2025-03-26T13:48:20.200+0000] {standard_task_runner.py:105} INFO - Job 136: Subtask php_app1
[2025-03-26T13:48:20.317+0000] {task_command.py:467} INFO - Running <TaskInstance: containers1_dag.php_app1 scheduled__2025-03-25T04:45:00+00:00 [running]> on host 3d581a580455
[2025-03-26T13:48:20.775+0000] {taskinstance.py:3134} INFO - Exporting env vars: AIRFLOW_CTX_DAG_OWNER='andre' AIRFLOW_CTX_DAG_ID='containers1_dag' AIRFLOW_CTX_TASK_ID='php_app1' AIRFLOW_CTX_EXECUTION_DATE='2025-03-25T04:45:00+00:00' AIRFLOW_CTX_TRY_NUMBER='1' AIRFLOW_CTX_DAG_RUN_ID='scheduled__2025-03-25T04:45:00+00:00'
[2025-03-26T13:48:20.788+0000] {taskinstance.py:732} INFO - ::endgroup::
[2025-03-26T13:48:21.076+0000] {docker.py:345} INFO - Starting docker container from image php-app1
[2025-03-26T13:48:21.087+0000] {docker.py:353} WARNING - Using remote engine or docker-in-docker and mounting temporary volume from host is not supported. Falling back to `mount_tmp_dir=False` mode. You can set `mount_tmp_dir` parameter to False to disable mounting and remove the warning
[2025-03-26T13:48:22.384+0000] {docker.py:69} INFO - array(138) {
[2025-03-26T13:48:22.387+0000] {docker.py:69} INFO -   [0]=>
[2025-03-26T13:48:22.388+0000] {docker.py:69} INFO -   object(stdClass)#2 (3) {
[2025-03-26T13:48:22.388+0000] {docker.py:69} INFO -     ["contador"]=>
[2025-03-26T13:48:22.389+0000] {docker.py:69} INFO -     int(0)
[2025-03-26T13:48:22.389+0000] {docker.py:69} INFO -     ["container"]=>
[2025-03-26T13:48:22.390+0000] {docker.py:69} INFO -     string(8) "php-app1"
[2025-03-26T13:48:22.390+0000] {docker.py:69} INFO -     ["timestamp"]=>
[2025-03-26T13:48:22.391+0000] {docker.py:69} INFO -     int(1742852307)
[2025-03-26T13:48:22.391+0000] {docker.py:69} INFO -   }
[2025-03-26T13:48:22.392+0000] {docker.py:69} INFO -   [1]=>
[2025-03-26T13:48:22.395+0000] {docker.py:69} INFO -   object(stdClass)#3 (3) {
[2025-03-26T13:48:22.395+0000] {docker.py:69} INFO -     ["contador"]=>
[2025-03-26T13:48:22.396+0000] {docker.py:69} INFO -     int(1)
[2025-03-26T13:48:22.397+0000] {docker.py:69} INFO -     ["container"]=>
[2025-03-26T13:48:22.397+0000] {docker.py:69} INFO -     string(8) "php-app2"
[2025-03-26T13:48:22.398+0000] {docker.py:69} INFO -     ["timestamp"]=>
[2025-03-26T13:48:22.398+0000] {docker.py:69} INFO -     int(1742852309)
[2025-03-26T13:48:22.399+0000] {docker.py:69} INFO -   }
[2025-03-26T13:48:22.399+0000] {docker.py:69} INFO -   [2]=>
[2025-03-26T13:48:22.400+0000] {docker.py:69} INFO -   object(stdClass)#4 (3) {
[2025-03-26T13:48:22.404+0000] {docker.py:69} INFO -     ["contador"]=>
[2025-03-26T13:48:22.404+0000] {docker.py:69} INFO -     int(1)
[2025-03-26T13:48:22.407+0000] {docker.py:69} INFO -     ["container"]=>
[2025-03-26T13:48:22.411+0000] {docker.py:69} INFO -     string(8) "php-app1"
[2025-03-26T13:48:22.414+0000] {docker.py:69} INFO -     ["timestamp"]=>
[2025-03-26T13:48:22.422+0000] {docker.py:69} INFO -     int(1742852311)
[2025-03-26T13:48:22.422+0000] {docker.py:69} INFO -   }
[2025-03-26T13:48:22.423+0000] {docker.py:69} INFO -   [3]=>
[2025-03-26T13:48:22.476+0000] {docker.py:69} INFO -   object(stdClass)#5 (3) {
[2025-03-26T13:48:22.476+0000] {docker.py:69} INFO -     ["contador"]=>
[2025-03-26T13:48:22.497+0000] {docker.py:69} INFO -     int(1)
[2025-03-26T13:48:22.498+0000] {docker.py:69} INFO -     ["container"]=>
[2025-03-26T13:48:22.498+0000] {docker.py:69} INFO -     string(8) "php-app2"
[2025-03-26T13:48:22.515+0000] {docker.py:69} INFO -     ["timestamp"]=>
